movie_title;imdb_id;title_year;duration;imdb_score;num_voted_users;director_name;actor_1_name;actor_2_name;actor_3_name;country;language;content_rating;genre_1;genre_2;genre_3;budget;gross;movie_facebook_likes;decade;profit;roi_pct;categorie_note
Silmido ;tt0387596;2003;135;7,2;3290;Woo-Suk Kang;Yu-mi Jeong;Sung-kee Ahn;Kyung-gu Sol;South Korea;Korean;;Action;Drama;;8000000,0;;387;2000;;;Bon (7-8)
Bright Star ;tt0810784;2009;119;7,0;21360;Jane Campion;Abbie Cornish;Paul Schneider;Samuel Roukin;UK;English;PG;Biography;Drama;Romance;8500000,0;4440055,0;0;2000;-4059945,0;-47,8;Bon (7-8)
My Name Is Khan ;tt1188996;2010;128;8,0;69759;Karan Johar;Shah Rukh Khan;Jimmy Shergill;Christopher B. Duncan;India;Hindi;PG-13;Adventure;Drama;Thriller;12000000,0;4018695,0;27000;2010;-7981305,0;-66,5;Excellent (8+)
All Is Lost ;tt2017038;2013;106;6,9;59545;J.C. Chandor;Robert Redford;;;USA;English;PG-13;Action;Adventure;Drama;9000000,0;6262942,0;18000;2010;-2737058,0;-30,4;Moyen (6-7)
Limbo ;tt0164085;1999;126;7,1;5158;John Sayles;Mary Elizabeth Mastrantonio;Casey Siemaszko;Vanessa Martinez;USA;English;R;Adventure;Drama;Thriller;8000000,0;1997807,0;196;1990;-6002193,0;-75,0;Bon (7-8)
Namastey London ;tt0795434;2007;128;7,3;13577;Vipul Amrutlal Shah;Katrina Kaif;Clive Standen;Riteish Deshmukh;India;Hindi;;Comedy;Drama;Romance;;1207007,0;341;2000;;;Bon (7-8)
The Wind That Shakes the Barley ;tt0460989;2006;127;7,5;36846;Ken Loach;Padraic Delaney;Orla Fitzgerald;Martin Lucey;Ireland;English;Not Rated;Drama;War;;;1829142,0;0;2000;;;Bon (7-8)
Yeh Jawaani Hai Deewani ;tt2178470;2013;160;6,9;25122;Ayan Mukerji;Ranbir Kapoor;Madhuri Dixit;Aditya Roy Kapoor;India;Hindi;Not Rated;Comedy;Drama;Musical;;3827466,0;0;2010;;;Moyen (6-7)
Quo Vadis ;tt0043949;1951;171;7,2;9808;Mervyn LeRoy;Peter Ustinov;Deborah Kerr;Robert Taylor;USA;English;Passed;Biography;Drama;History;7623000,0;;1000;1950;;;Bon (7-8)
Repo! The Genetic Opera ;tt0963194;2008;150;6,7;20419;Darren Lynn Bousman;Alexa PenaVega;Paris Hilton;Paul Sorvino;USA;English;R;Horror;Musical;Sci-Fi;8500000,0;140244,0;8000;2000;-8359756,0;-98,4;Moyen (6-7)
Valley of the Wolves: Iraq ;tt0493264;2006;122;6,0;14486;Serdar Akar;Necati Sasmaz;Bergüzar Korel;Ghassan Massoud;Turkey;Arabic;;Action;Adventure;;8300000,0;;467;2000;;;Moyen (6-7)
Pulp Fiction ;tt0110912;1994;178;8,9;1324680;Quentin Tarantino;Bruce Willis;Eric Stoltz;Phil LaMarr;USA;English;R;Crime;Drama;;8000000,0;107930000,0;45000;1990;99930000,0;1249,1;Excellent (8+)
The Muppet Movie ;tt0079588;1979;95;7,7;25498;James Frawley;Madeline Kahn;Jim Henson;Dom DeLuise;UK;English;G;Adventure;Comedy;Family;;76657000,0;0;1970;;;Bon (7-8)
Nightcrawler ;tt2872718;2014;117;7,9;293304;Dan Gilroy;Jake Gyllenhaal;Michael Papajohn;James Huang;USA;English;R;Crime;Drama;Thriller;8500000,0;32279955,0;65000;2010;23779955,0;279,8;Bon (7-8)
Club Dread ;tt0331953;2004;119;5,6;23823;Jay Chandrasekhar;Brittany Daniel;Lindsay Price;Jay Chandrasekhar;USA;English;R;Comedy;Horror;Thriller;8550000,0;4992159,0;713;2000;-3557841,0;-41,6;Faible (<6)
The Sound of Music ;tt0059742;1965;174;8,0;148172;Robert Wise;Eleanor Parker;Angela Cartwright;Nicholas Hammond;USA;English;G;Biography;Drama;Family;8200000,0;163214286,0;15000;1960;155014286,0;1890,4;Excellent (8+)
Splash ;tt0088161;1984;111;6,2;54723;Ron Howard;Tom Hanks;Howard Morris;Patrick Cronin;USA;English;PG;Comedy;Fantasy;Romance;8000000,0;69800000,0;0;1980;61800000,0;772,5;Moyen (6-7)
Little Miss Sunshine ;tt0449059;2006;101;7,9;355810;Jonathan Dayton;Steve Carell;Steven Christopher Parker;Jill Talley;USA;English;R;Comedy;Drama;;8000000,0;59889948,0;15000;2000;51889948,0;648,6;Bon (7-8)
Stand by Me ;tt0092005;1986;89;8,1;271794;Rob Reiner;Marshall Bell;Frances Lee McCain;Casey Siemaszko;USA;English;R;Adventure;Drama;;8000000,0;52287414,0;24000;1980;44287414,0;553,6;Excellent (8+)
28 Days Later... ;tt0289043;2002;113;7,6;297250;Danny Boyle;Noah Huntley;Megan Burns;David Schneider;UK;English;R;Drama;Horror;Sci-Fi;8000000,0;45063889,0;11000;2000;37063889,0;463,3;Bon (7-8)
You Got Served ;tt0365957;2004;95;3,5;23671;Chris Stokes;Jennifer Freeman;Marques Houston;Steve Harvey;USA;English;PG-13;Drama;Music;;8000000,0;40066497,0;0;2000;32066497,0;400,8;Faible (<6)
Escape from Alcatraz ;tt0079116;1979;112;7,6;87090;Don Siegel;Clint Eastwood;Patrick McGoohan;Fred Ward;USA;English;PG;Biography;Crime;Drama;8000000,0;36500000,0;0;1970;28500000,0;356,2;Bon (7-8)
Brown Sugar ;tt0297037;2002;109;6,5;5971;Rick Famuyiwa;Boris Kodjoe;Sanaa Lathan;Wendell Pierce;USA;English;PG-13;Comedy;Drama;Music;8000000,0;27362712,0;0;2000;19362712,0;242,0;Moyen (6-7)
A Thin Line Between Love and Hate ;tt0117891;1996;108;5,6;3122;Martin Lawrence;Faizon Love;Lynn Whitfield;Della Reese;USA;English;R;Comedy;Crime;Drama;8000000,0;34746109,0;559;1990;26746109,0;334,3;Faible (<6)
50/50 ;tt1306980;2011;100;7,7;270441;Jonathan Levine;Joseph Gordon-Levitt;Anna Kendrick;Bryce Dallas Howard;USA;English;R;Comedy;Drama;Romance;8000000,0;34963967,0;40000;2010;26963967,0;337,0;Bon (7-8)
Shutter ;tt0482599;2008;90;5,2;26609;Masayuki Ochiai;James Kyson;David Denman;Daisy Betts;USA;English;PG-13;Horror;Mystery;Thriller;8000000,0;25926543,0;0;2000;17926543,0;224,1;Faible (<6)
That Awkward Moment ;tt1800246;2014;94;6,1;76791;Tom Gormican;Mackenzie Davis;Lola Glaudini;Josh Pais;USA;English;R;Comedy;Romance;;8000000,0;26049082,0;0;2010;18049082,0;225,6;Moyen (6-7)
Modern Problems ;tt0082763;1981;93;5,0;3904;Ken Shapiro;Brian Doyle-Murray;Dabney Coleman;Mary Kay Place;USA;English;PG;Comedy;Fantasy;Sci-Fi;8000000,0;;495;1980;;;Faible (<6)
Kicks ;tt4254584;2016;80;7,8;59;Justin Tipping;Tina Gilton;Natalie Stephany Aguilar;Justin Hall;USA;English;R;Adventure;;;;;240;2010;;;Bon (7-8)
Much Ado About Nothing ;tt0107616;1993;111;7,4;37269;Kenneth Branagh;Keanu Reeves;Denzel Washington;Brian Blessed;UK;English;PG-13;Comedy;Drama;Romance;8000000,0;22551000,0;0;1990;14551000,0;181,9;Bon (7-8)
On Her Majesty's Secret Service ;tt0064757;1969;142;6,8;59941;Peter R. Hunt;Telly Savalas;George Lazenby;Desmond Llewelyn;UK;English;M;Action;Adventure;Thriller;7000000,0;22800000,0;0;1960;15800000,0;225,7;Moyen (6-7)
New Nightmare ;tt0111686;1994;107;6,4;38191;Wes Craven;Miko Hughes;Heather Langenkamp;Tracy Middendorf;USA;English;R;Fantasy;Horror;Mystery;8000000,0;18090181,0;0;1990;10090181,0;126,1;Moyen (6-7)
Drive Me Crazy ;tt0164114;1999;91;5,7;14904;John Schultz;Stephen Collins;Mark Webber;Keri Lynn Pratt;USA;English;PG-13;Comedy;Drama;Romance;8000000,0;17843379,0;0;1990;9843379,0;123,0;Faible (<6)
Akeelah and the Bee ;tt0437800;2006;112;7,5;15337;Doug Atchison;Curtis Armstrong;Sean Michael Afable;Tzi Ma;USA;English;PG;Drama;;;;18811135,0;0;2000;;;Bon (7-8)
Half Baked ;tt0120693;1998;82;6,7;48225;Tamra Davis;Dave Chappelle;Harland Williams;Clarence Williams III;USA;English;R;Comedy;Crime;;8000000,0;17278980,0;0;1990;9278980,0;116,0;Moyen (6-7)
New in Town ;tt1095174;2009;97;5,6;17461;Jonas Elmer;J.K. Simmons;Frances Conroy;Harry Connick Jr.;USA;English;PG;Comedy;Romance;;8000000,0;16699684,0;0;2000;8699684,0;108,7;Faible (<6)
American Psycho ;tt0144084;2000;102;7,6;357275;Mary Harron;Christian Bale;Justin Theroux;Samantha Mathis;USA;English;R;Crime;Drama;;7000000,0;15047419,0;18000;2000;8047419,0;115,0;Bon (7-8)
The Good Girl ;tt0279113;2002;93;6,5;37952;Miguel Arteta;Jake Gyllenhaal;Zooey Deschanel;Tim Blake Nelson;USA;English;R;Drama;Romance;;5000000,0;14015786,0;938;2000;9015786,0;180,3;Moyen (6-7)
Bon Cop Bad Cop ;tt0479647;2006;116;7,0;8616;Erik Canuel;Colm Feore;Richard Howland;Sarain Boylan;Canada;English;R;Action;Comedy;Crime;8000000,0;;758;2000;;;Bon (7-8)
The Boondock Saints II: All Saints Day ;tt1300851;2009;138;6,3;53251;Troy Duffy;Norman Reedus;Julie Benz;Clifton Collins Jr.;USA;English;R;Action;Crime;Thriller;8000000,0;10269307,0;0;2000;2269307,0;28,4;Moyen (6-7)
The City of Your Final Destination ;tt0896923;2009;117;6,4;2311;James Ivory;Alexandra Maria Lara;Omar Metwally;Diego Velazquez;USA;English;PG-13;Drama;Romance;;8300000,0;;638;2000;;;Moyen (6-7)
Enough Said ;tt2390361;2013;93;7,1;49240;Nicole Holofcener;Christopher Nicholas Smith;Ben Falcone;Michaela Watkins;USA;English;PG-13;Comedy;Drama;Romance;8000000,0;17536788,0;12000;2010;9536788,0;119,2;Bon (7-8)
Easy A ;tt1282140;2010;92;7,1;276746;Will Gluck;Emma Stone;Dan Byrd;Fred Armisen;USA;English;PG-13;Comedy;Romance;;8000000,0;58401464,0;19000;2010;50401464,0;630,0;Bon (7-8)
The Inkwell ;tt0110137;1994;110;6,5;1103;Matty Rich;Jada Pinkett Smith;Joe Morton;Larenz Tate;USA;English;R;Comedy;Drama;Romance;;8880705,0;160;1990;;;Moyen (6-7)
Shadow of the Vampire ;tt0189998;2000;92;6,9;34191;E. Elias Merhige;Eddie Izzard;Udo Kier;Catherine McCormack;UK;English;R;Drama;Horror;;8000000,0;8279017,0;0;2000;279017,0;3,5;Moyen (6-7)
Prom ;tt1604171;2011;104;5,4;12702;Joe Nussbaum;Cameron Monaghan;Thomas McDonell;Aimee Teegarden;USA;English;PG;Comedy;Drama;;8000000,0;10106233,0;0;2010;2106233,0;26,3;Faible (<6)
The Pallbearer ;tt0117283;1996;98;4,9;6124;Matt Reeves;Mark Margolis;Michael Rapaport;Carol Kane;USA;English;PG-13;Comedy;Romance;;8000000,0;;125;1990;;;Faible (<6)
Held Up ;tt0165831;1999;89;5,1;2870;Steve Rash;Barry Corbin;Nia Long;Jake Busey;USA;English;PG-13;Comedy;;;8000000,0;4692814,0;77;1990;-3307186,0;-41,3;Faible (<6)
Woman on Top ;tt0206420;2000;92;5,3;8546;Fina Torres;Harold Perrineau;John de Lancie;Mark Feuerstein;USA;English;R;Comedy;Fantasy;Romance;8000000,0;5018450,0;859;2000;-2981550,0;-37,3;Faible (<6)
Howards End ;tt0104454;1992;140;7,5;21254;James Ivory;Anthony Hopkins;Vanessa Redgrave;Samuel West;UK;English;PG;Drama;Romance;;;25967000,0;788;1990;;;Bon (7-8)
Anomalisa ;tt2401878;2015;90;7,3;31489;Duke Johnson;Jennifer Jason Leigh;Tom Noonan;David Thewlis;USA;English;R;Animation;Comedy;Drama;8000000,0;3442820,0;0;2010;-4557180,0;-57,0;Bon (7-8)
Another Year ;tt1431181;2010;129;7,3;23629;Mike Leigh;Jim Broadbent;Imelda Staunton;Phil Davis;UK;English;PG-13;Comedy;Drama;;10000000,0;3205244,0;0;2010;-6794756,0;-67,9;Bon (7-8)
8 Women ;tt0283832;2002;111;7,1;23660;François Ozon;Catherine Deneuve;Isabelle Huppert;Emmanuelle Béart;France;French;R;Comedy;Crime;Musical;8000000,0;3076425,0;0;2000;-4923575,0;-61,5;Bon (7-8)
Showdown in Little Tokyo ;tt0102915;1991;79;6,0;12561;Mark L. Lester;Cary-Hiroyuki Tagawa;Tia Carrere;Vernee Watson;USA;English;R;Action;Comedy;Crime;8000000,0;2275557,0;0;1990;-5724443,0;-71,6;Moyen (6-7)
Clay Pigeons ;tt0118863;1998;104;6,6;9494;David Dobkin;Janeane Garofalo;Vince Vieluf;Kevin Rahm;Germany;English;R;Comedy;Crime;;8000000,0;1789892,0;515;1990;-6210108,0;-77,6;Moyen (6-7)
It's Kind of a Funny Story ;tt0804497;2010;101;7,2;106098;Anna Boden;Zoë Kravitz;Jeremy Davies;Jim Gaffigan;USA;English;PG-13;Comedy;Drama;Romance;8000000,0;6350058,0;20000;2010;-1649942,0;-20,6;Bon (7-8)
Made in Dagenham ;tt1371155;2010;113;7,2;11158;Nigel Cole;Bob Hoskins;Robbie Kay;Sally Hawkins;UK;English;R;Biography;Comedy;Drama;7200000,0;1094798,0;0;2010;-6105202,0;-84,8;Bon (7-8)
When Did You Last See Your Father? ;tt0829098;2007;92;6,9;3571;Anand Tucker;Colin Firth;Jim Broadbent;Gina McKee;UK;English;PG-13;Biography;Drama;;8000000,0;1071240,0;429;2000;-6928760,0;-86,6;Moyen (6-7)
Prefontaine ;tt0119937;1997;106;6,8;5673;Steve James;Kurtwood Smith;Laurel Holloman;Amy Locane;USA;English;PG-13;Biography;Drama;Romance;8000000,0;532190,0;0;1990;-7467810,0;-93,3;Moyen (6-7)
The Wicked Lady ;tt0086582;1983;98;4,0;802;Michael Winner;Faye Dunaway;Marina Sirtis;John Gielgud;UK;English;R;Adventure;Drama;;8000000,0;;79;1980;;;Faible (<6)
The Secret of Kells ;tt0485601;2009;75;7,7;22811;Tomm Moore;Sean Lennon;Mick Lally;Evan McGuire;France;English;Not Rated;Adventure;Animation;Family;6500000,0;686383,0;11000;2000;-5813617,0;-89,4;Bon (7-8)
Begin Again ;tt1980929;2013;104;7,4;99430;John Carney;James Corden;Karen Pittman;Mary Catherine Garrison;USA;English;R;Drama;Music;;8000000,0;16168741,0;43000;2010;8168741,0;102,1;Bon (7-8)
Down in the Valley ;tt0398027;2005;108;6,5;16617;David Jacobson;Hunter Parrish;Bruce Dern;Rory Culkin;USA;English;R;Drama;Romance;Thriller;8000000,0;568695,0;412;2000;-7431305,0;-92,9;Moyen (6-7)
Brooklyn Rules ;tt0283503;2007;99;6,4;5049;Michael Corrente;Jerry Ferrara;Tony Devon;Alexa Havins;USA;English;R;Crime;Drama;;8000000,0;398420,0;226;2000;-7601580,0;-95,0;Moyen (6-7)
Restless ;tt2241676;2012;180;7,2;2098;Edward Hall;Rufus Sewell;Hayley Atwell;Charlotte Rampling;UK;English;;Drama;Romance;;;;434;2010;;;Bon (7-8)
The Singing Detective ;tt0314676;2003;109;5,6;7116;Keith Gordon;Robert Downey Jr.;Robin Wright;Alfre Woodard;USA;English;R;Comedy;Crime;Musical;8000000,0;336456,0;494;2000;-7663544,0;-95,8;Faible (<6)
The Land Girls ;tt0119494;1998;111;6,3;1591;David Leland;Anna Friel;Catherine McCormack;Steven Mackintosh;UK;English;R;Drama;Romance;War;;146083,0;75;1990;;;Moyen (6-7)
Fido ;tt0457572;2006;93;6,8;25055;Andrew Currie;Alexia Fast;Henry Czerny;Kesun Loder;Canada;English;R;Comedy;Drama;Horror;8000000,0;298110,0;0;2000;-7701890,0;-96,3;Moyen (6-7)
The Wendell Baker Story ;tt0373445;2005;99;5,5;5159;Andrew Wilson;Will Ferrell;Eddie Griffin;Jacob Vargas;USA;English;PG-13;Comedy;Drama;Romance;8000000,0;127144,0;143;2000;-7872856,0;-98,4;Faible (<6)
Wild Target ;tt1235189;2010;98;6,9;29994;Jonathan Lynn;Rupert Grint;Rupert Everett;Geoff Bell;UK;English;PG-13;Action;Comedy;Crime;8000000,0;117190,0;0;2010;-7882810,0;-98,5;Moyen (6-7)
Pathology ;tt0964539;2008;95;6,0;26849;Marc Schölermann;John de Lancie;Larry Drake;Johnny Whitworth;USA;English;R;Crime;Horror;Thriller;8000000,0;108662,0;3000;2000;-7891338,0;-98,6;Moyen (6-7)
10th & Wolf ;tt0360323;2006;107;6,4;5557;Robert Moresco;Brian Dennehy;Brad Renfro;Dash Mihok;USA;English;R;Crime;Drama;Thriller;8000000,0;53481,0;294;2000;-7946519,0;-99,3;Moyen (6-7)
Dear Wendy ;tt0342272;2004;102;6,6;9003;Thomas Vinterberg;Michael Angarano;Chris Owen;William Hootkins;Italy;English;Unrated;Comedy;Crime;Drama;50000000,0;23106,0;532;2000;-49976894,0;-100,0;Moyen (6-7)
Aloft ;tt2494384;2014;97;5,3;2103;Claudia Llosa;Ian Tracey;Zen McGrath;William Shimell;Spain;English;R;Drama;;;8000000,0;52961,0;675;2010;-7947039,0;-99,3;Faible (<6)
Akira ;tt0094625;1988;124;8,1;106160;Katsuhiro Ôtomo;Mitsuo Iwata;Takeshi Kusao;Tesshô Genda;Japan;Japanese;R;Action;Animation;Sci-Fi;1100000000,0;439162,0;0;1980;-1099560838,0;-100,0;Excellent (8+)
The Death and Life of Bobby Z ;tt0473188;2007;97;5,9;12078;John Herzfeld;Paul Walker;Olivia Wilde;Jason Flemyng;USA;English;R;Action;Crime;Thriller;22000000,0;;0;2000;;;Faible (<6)
The Rocket: The Legend of Rocket Richard ;tt0460505;2005;124;7,7;4412;Charles Binamé;Stephen McHattie;Roy Dupuis;Julie LeBreton;Canada;French;PG;Biography;Drama;Sport;8000000,0;;520;2000;;;Bon (7-8)
Swelter ;tt2112277;2014;96;4,6;1965;Keith Parmer;Rachel Ann Mullins;Josh Henderson;Grant Bowler;USA;English;R;Action;Crime;Drama;8000000,0;;438;2010;;;Faible (<6)
My Lucky Star ;tt2102502;2013;114;5,1;322;Dennie Gordon;Leehom Wang;Ruby Lin;Jack Kao;China;Chinese;;Action;Adventure;Comedy;;50000,0;81;2010;;;Faible (<6)
Imagine Me & You ;tt0421994;2005;90;6,9;23023;Ol Parker;Celia Imrie;Ben Miles;Darren Boyd;UK;English;R;Comedy;Drama;Romance;7900000,0;671240,0;0;2000;-7228760,0;-91,5;Moyen (6-7)
Mr. Church ;tt4196848;2016;104;8,0;63;Bruce Beresford;Mckenna Grace;Lucy Fry;Natalie Coughlin;USA;English;PG-13;Drama;;;8000000,0;;205;2010;;;Excellent (8+)
Swimming Pool ;tt0324133;2003;102;6,8;35065;François Ozon;Charlotte Rampling;Ludivine Sagnier;Jean-Claude Lecas;France;English;R;Crime;Drama;Mystery;;10105505,0;0;2000;;;Moyen (6-7)
Green Street 3: Never Back Down ;tt2628316;2013;93;5,4;3740;James Nunn;Spencer Wilding;Mark Wingett;Kacey Clarke;UK;English;R;Action;Drama;;;;0;2010;;;Faible (<6)
The Blood of Heroes ;tt0094764;1989;90;6,5;4792;David Webb Peoples;Delroy Lindo;Joan Chen;Anna Katarina;Australia;English;R;Action;Sci-Fi;Sport;10000000,0;882290,0;999;1980;-9117710,0;-91,2;Moyen (6-7)
Code of Honor ;tt4060866;2016;106;4,2;662;Michael Winnick;Scott Takeda;Helena Mattsson;Craig Sheffer;USA;English;R;Action;;;8000000,0;;689;2010;;;Faible (<6)
Driving Miss Daisy ;tt0097239;1989;99;7,4;72324;Bruce Beresford;Morgan Freeman;Jessica Tandy;Patti LuPone;USA;English;PG;Comedy;Drama;Family;7500000,0;106593296,0;3000;1980;99093296,0;1321,2;Bon (7-8)
Soul Food ;tt0120169;1997;115;6,9;5275;George Tillman Jr.;Vanessa Williams;Mekhi Phifer;Vivica A. Fox;USA;English;R;Comedy;Drama;;7500000,0;43490057,0;508;1990;35990057,0;479,9;Moyen (6-7)
Rumble in the Bronx ;tt0113326;1995;89;6,7;29843;Stanley Tong;Françoise Yip;Anita Mui;Garvin Cross;Hong Kong;Cantonese;R;Action;Comedy;;7500000,0;32333860,0;0;1990;24833860,0;331,1;Moyen (6-7)
Far from Men ;tt2936180;2014;101;7,3;4035;David Oelhoffen;Viggo Mortensen;Reda Kateb;Ángela Molina;France;French;;Drama;War;Western;7700000,0;;2000;2010;;;Bon (7-8)
Thank You for Smoking ;tt0427944;2005;92;7,6;191998;Jason Reitman;J.K. Simmons;Cameron Bright;Todd Louiso;USA;English;R;Comedy;Drama;;6500000,0;24792061,0;0;2000;18292061,0;281,4;Bon (7-8)
Hostel: Part II ;tt0498353;2007;94;5,4;69989;Eli Roth;Jay Hernandez;Lauren German;Stanislav Ianevski;USA;English;R;Horror;;;10000000,0;17544812,0;0;2000;7544812,0;75,4;Faible (<6)
An Education ;tt1174732;2009;100;7,3;112138;Lone Scherfig;Dominic Cooper;Olivia Williams;Ellie Kendrick;UK;English;PG-13;Drama;;;4500000,0;12574715,0;12000;2000;8074715,0;179,4;Bon (7-8)
Shopgirl ;tt0338427;2005;106;6,4;21225;Anand Tucker;Frances Conroy;Bridgette Wilson-Sampras;Clyde Kusatsu;USA;English;R;Drama;Romance;;;10281585,0;1000;2000;;;Moyen (6-7)
The Hotel New Hampshire ;tt0087428;1984;109;6,0;6595;Tony Richardson;Joely Richardson;Beau Bridges;Nastassja Kinski;UK;English;R;Comedy;Drama;Romance;7500000,0;5100000,0;345;1980;-2400000,0;-32,0;Moyen (6-7)
Narc ;tt0272207;2002;105;7,2;34098;Joe Carnahan;Jason Patric;Chi McBride;Alan Van Sprang;USA;English;R;Crime;Drama;Mystery;7500000,0;10460089,0;1000;2000;2960089,0;39,5;Bon (7-8)
Men with Brooms ;tt0263734;2002;102;6,0;3709;Paul Gross;Molly Parker;Paul Gross;Kari Matchett;Canada;English;R;Comedy;Drama;Romance;7500000,0;4239767,0;0;2000;-3260233,0;-43,5;Moyen (6-7)
Witless Protection ;tt1001562;2008;97;3,1;5463;Charles Robert Carner;Ivana Milicevic;Jenny McCarthy;Richard Bull;USA;English;PG-13;Comedy;Crime;;7500000,0;4131640,0;140;2000;-3368360,0;-44,9;Faible (<6)
The Work and the Glory ;tt0410454;2004;118;6,9;833;Russell Holt;Eric Johnson;Brenda Strong;Tiffany Dupont;USA;English;PG;Drama;Romance;;7500000,0;3347439,0;31;2000;-4152561,0;-55,4;Moyen (6-7)
Extract ;tt1225822;2009;92;6,2;37530;Mike Judge;J.K. Simmons;Mila Kunis;Clifton Collins Jr.;USA;English;R;Comedy;Crime;Romance;8000000,0;10814185,0;0;2000;2814185,0;35,2;Moyen (6-7)
Masked and Anonymous ;tt0319829;2003;112;5,5;3972;Larry Charles;Jeff Bridges;Cheech Marin;Bruce Dern;USA;English;PG-13;Comedy;Drama;Music;;533344,0;655;2000;;;Faible (<6)
Alias Betty ;tt0269329;2001;103;6,9;1439;Claude Miller;Sandrine Kiberlain;Edouard Baer;Roschdy Zem;France;French;;Comedy;Crime;Drama;50000000,0;206400,0;26;2000;-49793600,0;-99,6;Moyen (6-7)
Code 46 ;tt0345061;2003;93;6,3;18109;Michael Winterbottom;Samantha Morton;Om Puri;Natalie Mendoza;UK;English;R;Drama;Romance;Sci-Fi;7500000,0;197148,0;0;2000;-7302852,0;-97,4;Moyen (6-7)
Outside Bet ;tt1772422;2012;101;4,8;243;Sacha Bennett;Bob Hoskins;Jenny Agutter;Vincent Regan;UK;English;;Comedy;;;7500000,0;;223;2010;;;Faible (<6)
Albert Nobbs ;tt1602098;2011;113;6,7;19616;Rodrigo García;Mia Wasikowska;Michael McElhatton;Mark Williams;UK;English;R;Drama;;;8000000,0;3014541,0;0;2010;-4985459,0;-62,3;Moyen (6-7)
Black November ;tt2147225;2012;95;5,6;385;Jeta Amata;Akon;Nathin Butler;Razaaq Adoti;Nigeria;English;;Action;Crime;Drama;7500000,0;;389;2010;;;Faible (<6)
Ta Ra Rum Pum ;tt0833553;2007;153;5,4;2909;Siddharth Anand;Saif Ali Khan;Mary Goggin;Vic Aviles;USA;Hindi;;Comedy;Family;Romance;6000000,0;872643,0;108;2000;-5127357,0;-85,5;Faible (<6)
Persepolis ;tt0808417;2007;89;8,0;70194;Vincent Paronnaud;Catherine Deneuve;Gena Rowlands;Danielle Darrieux;France;French;PG-13;Animation;Biography;Drama;7300000,0;4443403,0;14000;2000;-2856597,0;-39,1;Excellent (8+)
The Hole ;tt1085779;2009;92;5,7;19157;Joe Dante;Bruce Dern;Teri Polo;Haley Bennett;USA;English;PG-13;Adventure;Fantasy;Thriller;12000000,0;;0;2000;;;Faible (<6)
The Wave ;tt1063669;2008;107;7,6;80639;Dennis Gansel;Max Riemelt;Elyas M'Barek;Jennifer Ulrich;Germany;German;;Drama;Thriller;;5000000,0;;25000;2000;;;Bon (7-8)
The Neon Demon ;tt1974419;2016;118;7,0;9866;Nicolas Winding Refn;Keanu Reeves;Bella Heathcote;Charles Baker;France;English;R;Horror;Thriller;;7000000,0;1330827,0;0;2010;-5669173,0;-81,0;Bon (7-8)
Harry Brown ;tt1289406;2009;97;7,2;74435;Daniel Barber;Joseph Gilgun;Jack O'Connell;Sean Harris;UK;English;R;Action;Crime;Drama;7300000,0;1818681,0;0;2000;-5481319,0;-75,1;Bon (7-8)
The Omega Code ;tt0203408;1999;100;3,5;4682;Robert Marcarelli;George Coe;William Hootkins;Ayla Kell;USA;English;PG-13;Action;Adventure;Fantasy;7500000,0;12610552,0;129;1990;5110552,0;68,1;Faible (<6)
Juno ;tt0467406;2007;96;7,5;414335;Jason Reitman;J.K. Simmons;Jennifer Garner;Rainn Wilson;USA;English;PG-13;Comedy;Drama;Romance;7500000,0;143492840,0;10000;2000;135992840,0;1813,2;Bon (7-8)
Pound of Flesh ;tt3488328;2015;104;5,1;4099;Ernie Barbarash;Darren Shahlavi;Aki Aleong;Brahim Achabbakhe;Canada;English;R;Action;Thriller;;7500000,0;;0;2010;;;Faible (<6)
Diamonds Are Forever ;tt0066995;1971;120;6,7;74249;Guy Hamilton;Desmond Llewelyn;Lois Maxwell;Jill St. John;UK;English;GP;Action;Adventure;Thriller;7200000,0;43800000,0;0;1970;36600000,0;508,3;Moyen (6-7)
The Godfather ;tt0068646;1972;175;9,2;1155770;Francis Ford Coppola;Al Pacino;Marlon Brando;Robert Duvall;USA;English;R;Crime;Drama;;6000000,0;134821952,0;43000;1970;128821952,0;2147,0;Excellent (8+)
Flashdance ;tt0085549;1983;95;6,1;35172;Adrian Lyne;Michael Nouri;Cynthia Rhodes;Lee Ving;USA;English;R;Drama;Music;Romance;4000000,0;94900000,0;0;1980;90900000,0;2272,5;Moyen (6-7)
500 Days of Summer ;tt1022603;2009;95;7,7;376600;Marc Webb;Joseph Gordon-Levitt;Chloë Grace Moretz;Zooey Deschanel;USA;English;PG-13;Comedy;Drama;Romance;7500000,0;32391374,0;40000;2000;24891374,0;331,9;Bon (7-8)
The Piano ;tt0107822;1993;121;7,6;63931;Jane Campion;Holly Hunter;Ian Mune;Geneviève Lemon;New Zealand;English;R;Drama;Music;Romance;7000000,0;40158000,0;0;1990;33158000,0;473,7;Bon (7-8)
Magic Mike ;tt1915581;2012;110;6,1;108843;Steven Soderbergh;Channing Tatum;Alex Pettyfer;Matthew McConaughey;USA;English;R;Comedy;Drama;;7000000,0;113709992,0;54000;2010;106709992,0;1524,4;Moyen (6-7)
Darkness Falls ;tt0282209;2003;96;4,9;25870;Jonathan Liebesman;Sullivan Stapleton;Emma Caulfield;Angus Sampson;USA;English;PG-13;Horror;Mystery;Thriller;11000000,0;32131483,0;2000;2000;21131483,0;192,1;Faible (<6)
